Percent_families_BPL,Percent_over_5yrs_not_speak_english_well,Percent_HS_grad_25yrs_above,Percent_with_health_insurance,ZIP
20.5,0.0,50.6,80.8,32087
17.6,0.7,37.9,81.7,32091
3.6,1.6,20.3,90.9,32092
2.9,0.9,44.1,94.8,19512
5.4,2.2,33.9,94.3,19518
100.0,0.0,58.8,45.3,19519
2.9,1.5,35.0,95.3,19520
3.8,1.1,44.4,92.3,19522
0.0,38.0,64.3,100.0,19523
1.9,1.1,31.9,97.1,19525
8.5,1.6,46.7,91.7,19526
5.4,1.4,37.0,93.4,19529
3.5,1.1,41.3,92.9,19530
1.9,5.0,41.3,94.7,19533
2.7,0.5,42.3,92.4,19534
0.0,0.0,0.0,100.0,19535
2.3,0.3,49.4,95.5,19536
0.0,0.0,20.7,100.0,19538
3.5,1.6,44.3,96.0,19539
5.1,3.1,36.9,95.1,19540
4.4,0.1,38.4,95.8,19541
-666666666.0,-666666666.0,-666666666.0,-666666666.0,19542
4.5,1.9,31.8,89.6,19543
0.0,0.0,42.6,61.5,19544
0.0,0.0,60.3,98.6,19545
3.1,0.9,43.5,93.3,19547
0.0,1.0,48.8,81.9,19549
20.5,6.4,35.2,85.8,19550
2.8,1.6,44.7,91.2,19551
2.3,0.0,42.9,91.6,19554
5.0,2.1,49.0,94.7,19555
6.7,0.0,45.9,89.5,19559
4.8,4.2,49.2,93.3,19560
6.9,0.8,42.7,93.1,19562
17.8,0.0,22.0,100.0,19564
5.9,2.7,42.2,93.5,19565
6.3,2.8,40.6,89.9,19567
40.5,28.3,31.9,81.3,19601
37.7,22.0,38.7,78.8,19602
32.0,23.2,37.5,80.5,19604
5.1,6.6,42.3,93.6,19605
7.1,2.3,34.1,93.0,19606
3.7,2.8,35.2,95.0,19607
5.6,4.1,31.1,94.2,19608
1.0,4.0,39.0,92.6,19609
2.1,1.7,24.2,96.8,19610
27.0,10.1,38.6,91.4,19611
3.2,4.2,28.4,92.9,19701
7.3,6.2,25.1,90.8,19702
9.2,5.6,35.0,92.1,19703
11.6,2.1,41.2,86.0,19706
0.9,3.7,13.3,96.1,19707
2.4,2.0,27.9,95.2,19709
0.0,0.0,100.0,100.0,19710
3.2,4.8,18.0,93.8,19711
6.1,6.3,32.5,91.6,19713
-666666666.0,3.3,-666666666.0,95.7,19716
-666666666.0,2.4,0.0,97.7,19717
11.0,5.0,36.2,89.3,19720
2.8,0.5,17.7,97.7,19730
0.0,0.0,17.4,100.0,19731
0.0,0.0,0.0,100.0,19732
0.0,0.0,57.6,86.1,19733
2.6,0.8,36.7,94.5,19734
0.0,0.0,0.0,100.0,19735
-666666666.0,-666666666.0,-666666666.0,-666666666.0,19736
33.8,3.5,37.1,90.6,19801
17.8,1.6,36.4,93.3,19802
2.1,2.9,17.7,96.3,19803
7.3,5.3,40.4,92.7,19804
17.6,10.5,37.5,85.1,19805
3.2,2.3,17.0,95.5,19806
2.9,2.6,10.9,97.7,19807
6.1,8.0,27.5,91.7,19808
6.7,4.4,29.5,92.9,19809
2.1,3.9,20.5,95.3,19810
14.6,3.1,30.3,92.4,19901
-666666666.0,0.0,0.0,-666666666.0,19902
10.3,4.0,29.7,92.3,19904
3.7,1.2,15.9,98.8,19930
1.6,0.0,35.3,89.7,19931
11.0,7.8,36.3,89.3,19933
2.7,2.8,29.7,89.5,19934
17.9,0.0,38.5,84.7,19936
10.5,0.4,34.4,90.2,24133
5.3,1.8,33.7,80.6,24134
6.3,0.9,41.9,87.9,24136
16.4,0.0,29.4,88.5,24137
0.0,0.0,39.2,95.5,24138
8.1,3.9,37.6,92.5,24139
10.1,1.3,27.5,91.0,24141
-666666666.0,2.6,0.0,93.9,24142
8.7,0.0,46.1,89.9,24147
10.5,2.0,36.1,87.9,24148
3.8,1.0,26.5,95.3,24149
4.9,0.0,58.7,86.7,24150
13.8,2.2,34.1,85.6,24151
7.7,1.7,31.2,90.7,24153
19.6,0.0,29.2,96.8,24161
4.5,0.0,41.7,90.3,24162
15.4,1.2,35.0,92.5,24165
36.6,0.0,75.7,74.4,24167
0.0,0.0,27.1,100.0,24168
17.8,0.2,34.4,84.1,24171
11.0,1.4,37.5,91.0,24174
6.4,1.0,32.0,96.1,24175
2.9,0.0,24.0,94.8,24176
7.4,1.0,37.9,88.9,24179
13.2,3.2,30.0,82.7,24184
3.1,0.0,22.2,92.4,24185
19.2,0.3,32.7,86.0,24201
6.2,0.8,35.0,87.8,24202
8.4,0.8,30.4,88.0,24210
5.8,0.4,30.5,92.2,24211
24.1,0.5,32.2,83.5,24216
20.3,7.4,34.6,71.2,24217
20.5,0.7,29.6,90.8,24219
4.3,0.0,28.5,93.2,24220
3.8,0.0,37.1,86.1,24221
14.6,1.2,39.0,85.3,24224
13.8,0.0,54.9,73.6,24225
16.5,0.0,41.6,88.5,24226
14.2,0.6,32.7,91.7,24228
19.7,1.4,38.1,85.4,24230
12.6,0.0,35.4,89.5,24236
27.8,0.0,51.8,91.5,24237
25.0,0.0,52.6,65.6,24239
17.9,0.0,31.3,86.3,24243
23.1,0.4,33.5,86.2,24244
13.8,0.0,31.6,82.4,24245
100.0,0.0,28.7,100.0,24246
19.8,0.0,35.6,81.4,24248
6.0,0.0,42.8,89.2,24250
14.2,0.6,34.9,89.7,24251
27.0,0.1,33.3,85.9,24256
10.8,0.0,33.1,88.0,24258
18.1,0.4,35.6,86.8,24260
15.5,0.1,30.3,86.7,24263
32.1,0.0,34.7,80.1,24265
19.1,0.5,33.0,84.0,24266
41.9,0.0,36.9,97.7,24269
5.6,0.0,38.8,86.6,24270
27.8,0.4,41.8,88.0,24271
38.2,0.0,22.0,80.9,24272
17.9,0.8,26.6,89.8,24273
19.9,2.2,34.2,84.4,24277
18.3,0.8,36.3,82.8,24279
16.7,0.0,28.7,92.8,24280
27.7,0.4,36.9,79.3,24281
32.0,0.0,25.7,90.4,24282
13.5,0.4,31.6,87.2,24283
14.9,0.6,38.0,87.1,24290
11.0,0.0,52.9,84.6,24292
8.4,0.9,30.9,88.0,24293
12.2,0.6,35.2,84.8,24301
8.5,3.2,49.1,85.8,24311
15.1,0.0,44.9,81.8,24312
30.5,0.0,33.9,78.0,24313
0.0,0.0,31.9,89.8,24314
9.7,0.0,44.3,88.3,24315
0.0,0.0,52.9,100.0,24316
18.0,1.1,30.2,82.5,24317
2.4,0.0,35.7,95.6,24318
14.3,0.6,41.2,86.3,24319
0.0,0.0,45.5,71.8,24322
26.5,18.9,20.8,71.3,28205
37.2,10.4,31.8,70.6,28206
0.8,0.7,3.9,96.0,28207
29.3,8.1,30.2,78.3,28208
15.5,6.1,11.8,89.4,28209
9.7,10.6,13.9,83.4,28210
9.4,3.4,11.3,91.8,28211
28.9,23.6,26.3,69.4,28212
17.9,13.4,20.6,80.0,28213
13.2,7.8,26.1,84.0,28214
17.4,11.4,23.8,80.0,28215
13.6,3.9,26.8,84.8,28216
23.4,22.2,23.5,72.1,28217
4.9,4.5,12.1,92.1,28226
12.0,8.7,27.1,81.6,28227
-666666666.0,-666666666.0,-666666666.0,-666666666.0,28244
11.0,9.3,19.0,86.7,28262
7.5,6.1,21.1,87.7,28269
3.4,4.4,11.4,91.8,28270
11.3,12.1,22.2,84.3,28273
2.4,5.6,9.7,93.9,28277
4.5,6.7,19.2,89.5,28278
-666666666.0,-666666666.0,-666666666.0,-666666666.0,28280
-666666666.0,-666666666.0,-666666666.0,-666666666.0,28282
36.1,2.2,28.2,85.5,28301
13.4,3.5,23.5,84.0,28303
14.6,3.6,28.1,86.7,28304
16.9,2.2,19.7,87.7,28305
14.6,3.1,26.7,85.9,28306
13.1,5.0,18.1,97.4,28307
0.0,1.4,5.3,100.0,28308
-666666666.0,0.8,23.2,-666666666.0,28310
12.9,3.2,21.7,89.3,28311
9.6,3.7,36.0,86.6,28312
13.2,4.3,22.6,86.1,28314
13.2,1.9,26.5,81.7,28315
16.5,1.1,34.6,86.4,28318
20.2,1.4,32.6,84.1,28320
12.4,1.9,30.3,86.2,28323
22.5,16.8,29.9,73.4,28325
14.2,2.2,27.1,91.2,28326
10.8,1.3,30.0,88.3,28327
18.1,12.3,30.4,79.7,28328
0.0,0.0,79.0,56.0,28330
12.3,6.8,15.3,85.3,28332
21.7,12.7,29.8,79.3,28333
17.4,3.4,32.4,79.6,28334
28.1,2.7,29.6,84.4,28337
21.1,6.1,40.6,80.7,28338
14.8,2.8,36.2,85.9,28339
23.5,0.9,39.6,82.8,28340
14.3,15.1,25.6,76.3,28341
2.4,3.7,18.4,89.6,28342
39.0,0.0,43.8,84.1,28343
25.1,18.7,41.7,77.5,28344
24.3,2.6,37.2,82.3,28345
33.2,12.4,34.7,67.8,28347
9.9,3.5,28.7,89.6,28348
4.6,5.9,32.2,88.0,28349
0.0,0.0,32.2,100.0,28350
20.6,0.6,34.5,83.7,28351
27.6,2.1,33.7,84.5,28352
14.2,1.3,33.0,89.1,28356
21.1,5.7,39.9,80.5,28357
27.4,5.2,31.4,79.3,28358
20.2,5.1,28.3,78.0,28360
12.3,0.0,38.0,69.4,28363
34.0,0.6,36.4,83.0,28364
23.2,19.3,28.3,73.5,28365
16.1,14.5,32.6,85.3,28366
25.0,0.0,32.1,72.2,28367
17.1,0.8,37.9,82.8,28369
17.3,0.2,37.8,86.7,28371
26.5,0.4,28.3,82.8,28372
20.0,2.3,31.6,81.0,28373
2.0,2.0,15.6,94.9,28374
4.2,0.0,30.4,91.0,28375
14.9,4.2,25.3,87.2,28376
34.6,8.2,33.9,76.6,28377
19.5,2.6,35.4,84.1,28379
20.2,3.1,37.9,80.8,28382
12.9,2.2,30.2,86.0,30650
16.1,0.6,36.7,85.9,30655
13.2,3.0,34.7,84.3,30656
30.8,3.2,51.6,81.7,30660
16.3,1.1,39.2,78.9,30662
14.0,0.2,43.7,80.0,30663
54.5,0.0,38.7,100.0,30664
41.4,0.0,73.0,79.3,30665
6.0,4.1,35.1,86.2,30666
5.6,3.3,34.0,87.7,30667
29.7,1.2,47.3,84.4,30668
27.2,0.2,47.7,80.7,30669
20.6,3.0,42.6,84.4,30673
4.4,1.6,22.6,91.1,30677
6.9,1.0,44.5,82.2,30678
12.2,5.0,35.3,82.1,30680
16.8,10.2,31.0,86.5,30683
16.2,10.3,33.1,79.8,30701
16.9,6.7,36.9,79.6,30705
9.8,0.1,39.1,86.3,30707
0.0,0.0,10.4,60.9,30708
12.1,2.7,30.6,86.4,30710
19.8,2.4,35.9,85.1,30711
13.3,13.2,25.5,79.5,30720
17.2,22.6,28.9,73.9,30721
5.5,2.5,36.8,84.8,30725
-666666666.0,-666666666.0,-666666666.0,-666666666.0,30726
11.0,0.6,38.8,86.0,30728
30.6,1.8,45.6,82.1,30730
11.3,0.2,38.3,79.8,30731
18.0,2.6,30.2,88.2,30733
19.6,0.4,40.6,76.0,30734
14.0,2.3,44.3,75.9,30735
7.2,1.4,29.2,86.9,30736
10.5,0.0,35.5,87.7,30738
3.5,0.4,35.3,91.9,30739
13.4,1.6,32.1,83.3,30740
19.7,0.8,37.1,79.9,30741
16.0,2.3,37.5,90.3,30742
17.9,0.0,34.0,82.9,30746
17.2,1.1,39.7,83.9,30747
9.0,0.8,17.8,89.2,30750
0.0,0.0,36.6,89.6,30751
13.2,1.7,36.7,82.1,30752
16.2,8.2,35.7,78.6,30753
10.5,1.6,34.3,80.2,30755
6.3,0.0,22.1,76.5,30756
8.7,0.0,43.0,78.8,30757
12.2,0.3,31.1,88.9,30802
19.1,0.7,52.4,87.1,30803
19.4,0.0,34.8,87.1,30805
0.0,0.0,55.7,100.0,30807
15.8,1.9,40.7,80.4,30808
3.4,3.3,17.8,93.0,30809
10.4,0.0,46.4,85.2,30810
-666666666.0,0.0,27.5,95.6,30812
10.2,4.6,24.1,87.0,30813
18.0,1.1,36.9,85.0,30814
17.8,1.9,30.7,83.7,30815
9.3,0.1,56.2,87.0,30816
19.4,0.3,41.8,83.3,30817
17.3,0.0,47.7,69.3,30818
21.8,0.0,42.6,75.7,30820
20.4,0.0,31.7,77.6,30821
25.7,0.0,46.4,91.8,30822
9.7,0.0,40.9,71.3,30823
23.5,1.0,38.1,81.0,30824
23.7,1.4,43.4,85.0,30828
30.4,2.0,40.6,80.5,30830
22.9,0.0,40.5,81.7,30833
46.6,0.8,33.9,76.3,30901
0.0,0.0,18.9,100.0,30903
18.8,2.3,28.7,78.2,30904
7.5,2.5,23.6,98.9,30905
25.5,1.1,36.7,83.2,30906
7.2,3.5,25.5,89.3,30907
12.7,1.4,27.2,87.3,30909
-666666666.0,6.7,28.8,81.7,30912
22.2,1.6,52.3,84.3,31001
17.1,0.2,41.5,81.8,31002
10.2,0.0,48.7,87.0,31003
7.8,1.3,45.9,86.1,19938
3.5,0.6,35.9,93.3,19939
8.5,1.6,38.0,90.5,19940
17.3,1.6,42.3,88.5,19941
5.4,0.9,37.7,94.2,19943
0.9,1.3,24.6,91.0,19944
14.5,9.4,39.4,85.0,19945
12.5,3.6,37.7,92.8,19946
9.7,17.3,35.5,79.3,19947
12.2,1.2,44.6,90.9,19950
11.4,3.2,31.3,91.2,19951
13.1,0.4,40.1,92.3,19952
9.9,4.3,34.1,84.1,19953
4.1,0.9,51.7,90.4,19954
8.3,0.0,44.4,93.6,19955
10.1,3.4,41.6,91.1,19956
4.0,2.2,30.1,94.0,19958
10.0,7.2,37.2,93.8,19960
12.8,2.7,26.1,96.9,19962
10.3,5.8,33.0,92.0,19963
7.1,11.8,39.9,82.3,19964
10.1,1.4,42.0,91.0,19966
9.0,0.5,29.4,97.5,19967
6.6,1.4,32.7,90.4,19968
2.0,2.2,32.6,91.2,19970
6.9,2.8,23.8,92.7,19971
13.1,6.2,38.4,90.9,19973
7.1,7.5,33.9,87.0,19975
6.5,2.5,36.8,94.2,19977
14.0,0.0,45.9,95.8,19979
14.9,5.6,13.1,93.9,20001
13.8,2.7,17.0,93.4,20002
5.6,2.1,13.9,96.6,20003
0.0,5.7,1.3,99.1,20004
7.2,6.8,8.2,94.4,20005
0.0,3.2,0.9,94.3,20006
0.5,5.2,3.4,97.5,20007
2.0,4.8,2.6,96.8,20008
8.2,5.2,6.3,94.2,20009
11.8,15.3,16.5,91.6,20010
10.2,14.4,23.4,89.3,20011
8.7,9.1,14.3,93.7,20012
1.1,3.5,3.7,95.8,20015
2.2,4.7,4.0,97.5,20016
10.3,5.8,22.1,92.0,20017
9.7,3.1,25.4,94.9,20018
25.6,1.7,40.2,94.9,20019
32.4,1.3,40.8,94.4,20020
14.0,1.9,9.6,94.1,20024
32.7,1.5,35.8,93.9,20032
1.4,3.7,2.7,98.4,20036
8.8,5.7,4.9,97.2,20037
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20045
-666666666.0,12.4,0.0,89.4,20052
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20053
-666666666.0,4.4,18.2,98.9,20057
-666666666.0,1.9,3.5,94.1,20064
0.2,9.0,9.7,96.7,20105
7.0,0.4,24.3,91.8,20106
8.3,22.6,25.4,77.7,20109
7.3,16.6,26.2,81.5,20110
7.8,21.7,26.1,78.0,20111
2.7,4.3,19.1,94.0,20112
2.5,1.8,33.0,87.8,20115
2.8,2.8,18.3,95.7,20117
0.0,0.0,81.8,100.0,20118
2.1,1.0,37.0,90.4,20119
3.0,13.1,14.0,90.4,20120
3.9,23.0,17.8,84.1,20121
1.4,5.3,10.3,93.1,20124
0.0,0.0,5.1,100.0,20129
12.2,0.0,34.6,95.3,20130
1.8,2.0,17.5,93.7,20132
2.3,1.3,25.6,82.2,20135
1.8,4.5,13.6,95.2,20136
0.0,0.7,20.5,93.0,20137
0.0,0.0,17.6,82.0,20139
0.9,2.4,15.1,96.6,20141
0.0,7.8,23.4,96.3,20143
2.2,0.9,26.1,94.6,20144
3.1,9.8,11.6,91.9,20147
3.7,0.0,66.6,96.4,24323
4.4,0.0,26.6,93.1,24324
17.8,0.0,37.8,82.0,24325
0.0,0.0,39.9,84.8,24326
0.0,0.0,24.4,92.2,24328
14.8,0.9,36.3,86.3,24330
20.3,5.1,36.7,85.5,24333
11.9,1.0,32.4,88.0,24340
12.7,0.4,33.9,85.7,24343
13.8,2.1,47.0,89.4,24347
21.7,0.3,39.2,91.6,24348
14.7,0.0,45.2,90.7,24350
19.1,0.0,29.6,78.1,24351
13.6,4.6,34.7,76.2,24352
13.7,0.8,38.5,86.6,24354
8.3,1.1,37.3,85.0,24360
10.5,0.3,37.4,85.5,24361
16.7,0.5,39.1,89.5,24363
10.3,0.0,35.8,94.2,24366
10.5,0.0,37.3,89.8,24368
22.0,0.3,38.7,86.1,24370
13.9,0.0,40.8,83.0,24374
13.5,0.6,22.9,92.9,24375
16.3,0.0,45.9,72.7,24377
7.2,0.0,38.4,88.2,24378
17.2,5.8,38.2,86.4,24380
5.7,0.0,42.3,89.9,24381
11.7,1.8,32.5,86.7,24382
9.0,1.0,32.9,88.7,24401
0.0,0.0,48.7,85.1,24411
0.0,0.0,36.4,100.0,24412
21.6,0.0,26.0,80.2,24413
0.0,0.0,0.0,100.0,24415
23.2,0.5,41.3,83.3,24416
7.0,0.0,43.5,90.2,24421
19.8,0.7,36.1,89.7,24422
13.2,0.4,40.2,89.6,24426
21.4,1.2,50.5,81.2,24430
14.5,0.0,61.3,86.5,24431
0.0,0.0,27.5,86.2,24432
0.0,0.0,61.7,100.0,24433
7.8,0.0,27.4,86.5,24435
9.7,1.4,25.0,84.7,24437
4.5,0.4,51.1,72.9,24439
1.4,0.0,44.0,85.8,24440
15.0,2.0,44.1,89.8,24441
20.5,0.0,40.7,57.8,24442
9.8,1.8,41.1,87.7,24445
6.8,0.0,41.1,91.9,24448
10.3,1.0,27.4,90.8,24450
59.3,0.0,29.5,73.0,24457
4.8,0.0,52.4,77.5,24458
17.0,0.0,54.5,100.0,24459
0.0,0.6,36.9,89.0,24460
0.0,0.0,28.9,100.0,24464
9.4,0.5,31.5,87.6,24465
0.0,0.0,26.9,86.7,24467
2.6,1.0,35.4,86.8,24471
12.1,2.4,48.9,91.1,24472
0.0,0.0,23.6,79.8,24473
10.4,0.0,29.7,94.4,24474
0.0,0.0,40.1,90.0,24476
13.4,0.5,45.1,89.7,24477
0.0,0.0,45.2,87.1,24479
9.1,0.6,42.2,87.8,24482
0.0,2.9,48.1,83.7,24483
0.0,0.0,42.0,87.0,24484
0.0,0.0,50.4,73.7,24485
5.5,3.8,27.0,93.9,24486
56.1,0.0,23.1,48.8,24487
24.2,1.9,33.3,84.8,24501
15.6,2.1,23.5,89.8,24502
4.2,1.2,15.3,92.6,24503
16.7,1.0,36.6,85.7,24504
20.4,1.3,42.7,89.3,24517
11.3,3.4,33.2,93.9,24520
10.7,2.6,36.7,88.1,24521
14.7,0.1,37.0,89.8,24522
9.1,0.4,35.0,89.4,24523
7.6,0.2,38.4,93.0,24526
9.0,1.8,38.1,91.3,24527
22.3,1.1,37.9,80.9,28383
23.1,9.4,39.4,78.5,28384
19.6,0.3,35.4,93.6,28385
24.9,11.3,28.5,75.5,28386
10.6,2.1,19.6,90.2,28387
19.6,4.3,29.5,83.2,28390
9.6,0.7,25.1,89.2,28391
21.4,3.3,34.6,92.0,28392
16.4,12.7,40.4,75.4,28393
28.7,11.2,34.6,79.5,28394
9.4,0.1,30.3,91.1,28395
29.4,0.7,29.2,82.6,28396
24.3,7.3,34.0,78.8,28398
15.6,9.0,38.1,85.0,28399
28.2,3.5,29.6,78.8,28401
20.7,4.6,20.6,85.6,28403
10.0,4.9,22.0,83.7,28405
5.0,2.9,18.0,92.2,28409
4.7,2.3,20.0,91.1,28411
12.5,3.3,23.1,83.0,28412
7.0,4.0,43.3,77.7,28420
16.7,1.2,46.1,76.3,28421
25.5,1.2,30.0,85.8,28422
15.2,3.3,32.9,83.1,28423
44.4,0.0,63.4,90.6,28424
18.1,3.3,31.8,85.1,28425
9.0,0.7,20.5,84.6,28428
8.9,3.4,32.1,84.0,28429
15.0,1.3,40.0,74.8,28430
24.9,0.9,28.8,82.0,28431
16.6,4.7,42.0,75.7,28432
15.1,1.5,31.4,83.9,28433
14.1,12.6,54.5,70.1,28434
8.5,0.1,42.7,87.0,28435
5.6,3.6,40.3,91.9,28436
17.6,2.0,36.2,81.3,28438
16.3,0.0,32.7,78.7,28439
26.2,6.1,32.2,85.8,28441
19.9,5.6,40.3,85.5,28442
7.1,0.7,26.9,86.9,28443
41.0,2.9,41.0,96.3,28444
10.2,0.8,26.7,84.9,28445
11.6,7.6,22.1,78.3,28447
9.9,0.0,30.5,93.9,28448
0.0,0.0,21.6,85.8,28449
10.2,0.6,26.1,93.4,28450
14.1,4.1,23.1,85.3,28451
58.0,6.8,58.0,82.1,28452
25.3,19.4,27.1,69.3,28453
14.3,0.7,37.9,83.0,28454
5.1,0.0,31.6,86.2,28455
13.8,6.4,30.7,84.4,28456
18.4,7.0,35.8,76.2,28457
29.7,9.8,33.4,83.5,28458
12.7,0.5,19.2,81.1,28460
5.5,1.1,22.0,89.0,28461
17.6,1.2,32.0,84.7,28462
20.6,3.4,35.0,81.3,28463
13.6,13.2,20.7,85.9,28464
6.1,1.1,26.6,82.5,28465
11.2,10.1,32.3,79.2,28466
6.7,2.1,31.8,89.8,28467
5.8,0.7,22.4,89.8,28468
8.4,2.7,20.0,80.4,28469
16.2,4.1,37.6,75.1,28470
18.9,2.8,29.0,81.1,28472
11.3,1.2,36.4,86.5,28478
16.3,0.8,24.8,91.9,28479
3.6,0.3,8.2,92.3,28480
28.3,2.0,34.6,81.9,28501
11.3,4.8,29.1,85.0,28504
22.0,21.5,24.5,72.3,28508
4.2,0.3,22.8,92.9,28510
23.7,0.0,38.3,87.9,28511
8.6,0.4,18.9,87.1,28512
21.0,1.9,32.5,83.7,28513
14.5,2.1,42.9,82.6,28515
19.2,1.3,25.4,85.9,28516
19.7,4.8,33.4,83.2,28518
17.7,0.0,31.7,72.4,28519
15.9,0.0,30.6,96.4,28520
42.5,2.7,40.7,76.1,31206
0.0,1.0,0.0,97.6,31207
7.7,1.8,21.7,90.4,31210
22.9,0.9,36.0,79.9,31211
-666666666.0,-666666666.0,-666666666.0,-666666666.0,31213
8.9,4.3,36.7,87.1,31216
25.6,0.4,40.0,80.8,31217
3.2,3.9,28.2,88.6,31220
12.8,4.2,34.0,82.1,31301
9.9,1.1,39.8,81.9,31302
5.9,0.0,43.4,87.4,31303
-666666666.0,-666666666.0,-666666666.0,-666666666.0,31304
26.1,0.0,41.4,79.0,31305
2.3,0.0,28.6,80.6,31307
11.8,0.4,38.9,76.8,31308
18.9,1.2,27.8,81.9,31309
8.6,0.4,38.5,85.0,31312
14.7,5.5,30.5,85.8,31313
-666666666.0,1.4,32.2,-666666666.0,31314
17.8,2.0,26.2,96.5,31315
17.7,1.7,38.8,86.7,31316
0.0,0.0,68.3,98.0,31318
11.6,0.9,33.2,80.5,31320
13.8,0.4,41.6,84.6,31321
5.7,4.2,23.7,90.0,31322
18.1,0.0,47.7,86.4,31323
7.1,3.0,23.3,90.2,31324
7.1,1.0,35.0,84.4,31326
0.0,0.0,0.0,100.0,31327
6.4,1.4,17.1,79.2,31328
8.5,1.8,41.7,84.3,31329
7.9,0.6,30.5,87.0,31331
30.3,2.4,21.9,78.7,31401
22.3,2.3,34.9,76.8,31404
17.7,4.4,24.0,80.8,31405
16.7,3.3,25.3,82.6,31406
4.7,3.5,26.8,85.1,31407
19.7,9.0,38.5,69.0,31408
-666666666.0,3.2,24.7,-666666666.0,31409
3.9,2.3,19.9,92.5,31410
1.5,0.5,8.9,99.1,31411
34.5,2.3,39.3,72.7,31415
12.6,5.2,23.2,81.6,31419
26.8,0.9,37.9,80.5,31501
19.2,2.5,43.4,80.2,31503
12.4,5.9,39.4,80.6,31510
12.8,2.0,39.8,75.5,31512
17.4,4.0,42.9,78.4,31513
19.4,2.6,37.5,80.5,31516
17.0,14.3,31.4,89.1,31518
13.3,3.5,41.5,77.1,31519
30.6,5.8,35.8,71.5,31520
2.7,2.0,10.3,89.7,31522
6.4,3.7,30.9,86.1,31523
-666666666.0,-666666666.0,-666666666.0,-666666666.0,31524
14.7,3.7,33.7,82.0,31525
5.8,0.0,2.4,97.4,31527
25.2,0.1,53.2,75.2,31532
20.0,2.1,37.3,77.4,31533
19.5,6.5,35.9,75.7,31535
9.0,5.6,40.2,81.9,31537
16.0,4.6,39.3,78.3,31539
15.4,0.0,56.0,71.6,31542
18.3,0.0,48.3,75.9,31543
5.0,0.0,45.9,82.9,31544
17.3,1.8,41.3,75.6,31545
18.4,3.3,44.2,78.8,31546
53.3,6.5,26.1,80.7,31547
8.1,3.2,32.1,84.4,31548
18.5,0.0,63.8,77.0,31549
39.2,7.8,57.2,66.3,31550
32.5,4.1,56.0,71.4,31551
17.0,0.0,31.5,72.2,31552
13.3,0.5,41.2,76.8,31553
12.7,3.6,46.3,81.1,31554
10.2,4.2,35.3,84.2,31555
61.5,63.2,38.2,56.8,31556
16.0,1.7,39.1,80.8,31557
13.7,2.0,30.9,89.5,31558
13.7,0.9,47.5,82.4,31560
67.9,0.0,12.5,96.3,31561
0.8,7.2,6.8,97.2,20148
7.5,15.8,13.8,87.8,20151
1.9,9.8,10.6,94.4,20152
2.3,7.1,15.6,92.9,20155
3.4,2.3,16.5,97.7,20158
5.0,23.0,24.5,81.1,20164
1.5,8.1,10.4,94.6,20165
8.1,18.0,16.8,85.8,20166
1.7,4.4,12.8,96.1,20169
4.1,22.2,15.6,84.2,20170
2.0,10.3,7.2,95.2,20171
2.2,5.5,14.8,93.2,20175
3.3,11.5,14.6,90.4,20176
3.2,1.3,21.3,94.0,20180
1.1,2.8,24.1,92.8,20181
0.0,0.0,17.2,97.4,20184
4.7,2.4,26.8,93.3,20186
1.9,1.3,21.0,92.4,20187
7.1,11.3,11.4,91.5,20190
4.2,9.4,10.7,90.9,20191
1.2,4.6,7.0,98.2,20194
0.0,2.4,7.9,99.1,20197
15.9,3.0,26.2,89.7,20198
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20202
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20204
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20228
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20230
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20240
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20245
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20260
-666666666.0,3.0,45.7,-666666666.0,20307
-666666666.0,0.8,35.7,91.3,20317
-666666666.0,0.0,100.0,-666666666.0,20319
-666666666.0,0.0,70.0,-666666666.0,20373
-666666666.0,5.6,39.3,-666666666.0,20390
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20405
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20418
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20427
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20506
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20510
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20520
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20535
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20540
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20551
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20553
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20560
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20565
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20566
-666666666.0,-666666666.0,-666666666.0,-666666666.0,20593
3.4,2.8,30.8,94.7,20601
12.4,3.4,36.9,93.9,20602
4.5,2.2,23.4,96.3,20603
10.6,1.8,37.7,84.4,20606
1.1,2.3,22.5,93.6,20607
0.5,0.5,36.8,82.0,20608
8.0,0.0,31.2,92.6,20609
0.0,2.9,39.4,98.0,20611
0.0,0.0,35.7,87.9,20612
