Percent_families_BPL,Percent_over_5yrs_not_speak_english_well,Percent_HS_grad_25yrs_above,Percent_with_health_insurance,ZIP
3.3,5.4,32.3,92.4,11779
2.2,2.0,22.6,96.0,11780
1.4,1.8,24.3,96.7,11782
1.8,1.8,26.5,96.9,11783
5.0,7.8,33.0,92.3,11784
0.9,2.5,21.4,97.4,11786
2.6,3.0,21.9,96.4,11787
1.6,4.1,24.6,97.3,11788
18.5,3.8,45.2,86.5,14739
8.9,1.8,39.2,93.1,14740
13.3,1.0,38.4,92.8,14741
0.0,0.0,48.7,100.0,14742
13.9,0.2,38.8,92.6,14743
7.3,3.8,21.7,91.2,14744
8.8,1.2,41.7,95.8,14747
23.7,1.7,47.6,87.3,14748
6.7,0.4,25.7,93.5,14750
0.0,0.0,18.1,96.9,14752
9.0,0.0,53.0,87.3,14753
17.7,1.6,57.4,86.8,14754
10.7,1.4,41.1,88.0,14755
0.0,0.0,0.0,100.0,14756
10.3,3.2,34.2,85.9,14757
12.0,1.3,40.1,93.6,14760
21.3,12.4,32.0,74.3,14767
3.9,2.5,34.3,88.1,14769
8.9,0.0,43.6,92.8,14770
13.4,3.0,40.2,85.0,14772
25.5,2.6,47.6,98.1,14774
9.6,1.0,42.0,90.3,14775
9.9,0.0,44.8,94.5,14777
-666666666.0,1.8,0.0,100.0,14778
20.6,2.1,44.2,87.1,14779
14.2,4.6,40.2,73.1,14781
15.7,0.2,40.9,92.8,14782
28.0,0.0,26.6,70.3,14783
22.7,0.0,33.4,95.5,14784
12.2,0.4,37.0,95.8,14787
0.0,0.0,39.7,73.2,14788
18.0,2.1,43.5,86.0,14801
2.9,1.8,5.5,96.4,14802
7.5,0.9,25.5,92.0,14803
8.5,0.1,33.6,92.7,14804
11.6,0.2,40.6,95.3,14805
10.9,0.0,38.2,94.8,14806
6.2,0.8,38.6,91.4,14807
2.8,0.6,47.0,95.9,14808
11.7,1.6,41.4,89.6,14809
14.4,1.0,43.5,92.4,14810
9.7,0.8,38.6,95.4,14812
14.8,0.7,43.8,92.3,14813
0.0,4.0,24.5,92.6,14814
14.2,0.0,41.4,87.3,14815
0.0,0.0,52.4,93.4,14816
3.5,0.6,26.1,97.7,14817
1.4,0.0,42.8,90.8,14818
17.6,0.3,52.5,89.6,14819
19.0,0.0,55.7,86.9,14820
7.0,0.2,39.8,92.3,14821
15.7,0.5,53.0,94.6,14822
9.6,0.1,45.1,91.9,14823
9.1,0.0,35.0,95.6,14824
1.5,0.0,49.1,86.9,14825
9.2,0.0,38.8,91.8,14826
39.5,0.0,41.0,100.0,14827
9.4,1.2,27.9,90.8,14830
4.1,0.0,46.0,96.6,14836
12.1,4.1,38.1,80.3,14837
3.6,0.0,38.5,93.0,14838
3.2,1.1,45.7,82.0,14839
3.8,0.6,28.1,92.0,14840
0.0,0.0,19.7,87.9,14841
0.0,8.4,34.1,75.2,14842
18.9,0.9,38.4,92.9,14843
4.6,1.6,29.0,94.5,14845
7.2,0.0,44.6,96.0,14846
7.0,1.2,33.0,88.6,14847
10.3,4.7,15.0,95.1,14850
-666666666.0,2.0,0.0,95.5,14853
0.0,0.0,0.0,100.0,14854
17.9,16.6,50.3,55.3,14855
0.0,0.0,56.8,100.0,14856
14.0,0.5,43.3,91.8,14858
5.6,0.0,49.9,90.7,14859
4.2,0.3,34.4,94.0,14860
6.5,0.0,48.3,94.9,14861
15.9,0.2,47.0,95.2,14864
13.8,0.9,40.2,95.2,14865
15.1,1.7,33.0,89.1,14867
2.0,1.8,31.9,91.6,03779
0.0,4.1,47.9,87.1,03780
0.4,1.3,26.6,96.4,03781
1.3,0.8,17.1,97.1,03782
18.8,2.6,29.6,90.1,03784
12.9,0.3,44.3,76.4,03785
3.6,1.8,16.3,92.7,03801
6.1,0.0,29.2,84.0,03809
1.6,0.0,21.0,91.1,03810
1.5,1.6,22.3,97.4,03811
0.0,0.3,24.6,76.2,03812
2.7,0.0,30.9,81.9,03813
19.2,0.0,39.3,80.9,03814
3.5,0.4,25.2,85.6,03816
0.0,0.0,48.1,94.0,03817
12.6,4.0,37.7,84.0,03818
3.4,0.0,37.5,93.3,03819
6.1,2.0,19.6,89.5,03820
2.5,1.3,17.8,94.1,03823
1.4,2.0,7.5,96.6,03824
2.1,0.0,23.6,87.1,03825
10.8,2.4,23.4,90.7,03826
2.2,0.8,26.9,95.6,03827
2.5,0.0,36.5,90.9,03830
0.0,0.0,19.7,86.3,03832
4.3,0.7,22.1,93.8,03833
8.2,1.2,42.0,85.1,03835
10.1,0.2,35.9,84.1,03836
10.5,1.4,26.7,93.4,03837
0.0,0.0,18.8,90.3,03838
18.3,0.0,30.5,86.1,03839
2.7,0.7,16.2,95.8,03840
3.1,1.3,25.8,91.9,03841
4.7,1.4,22.8,93.9,03842
1.7,1.4,17.3,98.6,03844
11.7,0.0,17.0,89.5,03845
8.7,0.0,12.7,91.4,03846
0.0,0.0,25.4,74.6,03847
5.4,2.6,29.7,91.4,03848
7.4,0.0,37.6,83.0,03849
13.3,0.0,28.8,82.1,03850
4.4,0.6,45.8,83.3,03851
6.1,0.0,26.3,81.8,03852
0.0,0.0,24.1,94.3,03853
0.0,0.4,8.2,98.7,03854
2.2,0.3,31.5,94.9,03855
1.1,0.0,17.0,95.7,03856
5.7,4.3,25.0,91.1,03857
4.9,0.0,27.0,90.2,03858
8.7,1.0,27.3,82.6,03860
0.9,2.7,13.4,93.9,03861
3.0,1.1,19.6,96.7,03862
9.5,0.3,46.0,78.0,03864
2.0,0.7,38.5,90.0,03865
10.5,1.5,36.4,87.9,03867
14.7,0.3,39.0,87.5,03868
5.3,0.6,25.1,91.6,03869
1.9,0.0,19.5,90.4,03870
0.0,0.0,51.4,100.0,03871
0.4,0.3,33.3,92.1,03872
3.6,0.5,32.6,91.7,03873
7.3,2.3,41.0,90.8,03874
2.0,0.0,46.7,80.1,03875
10.1,4.3,37.5,85.3,03878
12.7,0.6,38.3,80.9,03882
0.0,0.0,58.3,100.0,03883
0.5,0.2,19.9,92.5,03884
0.0,1.1,12.7,97.1,03885
2.9,0.0,39.9,83.7,03886
8.9,0.4,42.5,86.2,03887
0.0,0.0,40.3,86.1,03890
4.2,1.1,24.0,87.8,03894
4.1,0.0,29.3,91.4,03901
8.1,0.0,23.8,92.8,03902
3.9,0.1,26.4,90.0,03903
0.9,0.1,26.2,91.5,03904
0.0,0.6,29.3,97.5,03905
2.3,0.2,34.4,88.9,03906
5.0,0.0,18.0,95.7,03907
6.3,1.4,22.8,94.8,03908
5.4,0.2,20.0,94.0,03909
5.2,4.7,18.8,96.4,07642
8.8,22.0,31.5,78.6,07643
12.6,21.6,31.8,82.8,07644
5.4,9.2,19.1,95.2,07645
5.3,11.7,29.7,90.4,07646
6.9,13.2,27.2,93.9,07647
4.9,15.3,21.5,93.0,07648
0.8,8.5,14.3,95.5,07649
7.3,41.3,27.8,69.4,07650
2.0,12.6,24.4,92.3,07652
2.0,6.6,21.4,95.4,07656
5.9,21.1,35.9,82.2,07657
5.3,14.3,28.6,84.8,07660
0.9,13.7,21.7,90.9,07661
0.9,11.5,35.4,91.8,07662
4.9,10.2,31.3,90.8,07663
4.7,8.1,18.5,88.5,07666
4.6,14.0,9.2,92.7,07670
3.8,8.6,20.1,94.2,07675
0.9,7.3,21.1,96.7,07676
0.0,4.5,8.6,97.6,07677
6.2,11.4,22.0,85.5,07701
0.7,2.2,18.2,97.7,07702
0.0,8.5,45.2,75.0,07703
0.6,1.0,10.7,97.7,07704
1.9,1.1,15.0,92.5,07711
13.8,15.9,29.1,82.3,07712
3.3,1.3,22.8,94.2,07716
1.1,1.6,13.2,95.0,07717
3.9,1.4,30.6,96.8,07718
5.1,3.7,24.4,91.1,07719
7.4,7.2,16.7,79.0,07720
3.8,5.2,29.6,91.1,07721
5.4,1.2,16.2,96.3,07722
4.9,5.1,30.5,91.3,07723
4.1,7.5,26.6,89.6,07724
3.0,5.3,23.1,94.9,07726
6.9,4.2,30.8,90.1,07727
5.1,9.2,27.1,89.3,07728
4.5,3.8,31.8,94.7,07730
3.5,4.1,28.4,93.1,07731
10.7,2.3,32.9,86.2,07732
2.6,8.3,16.5,96.1,07733
10.7,5.6,40.7,89.0,07734
5.8,8.0,38.6,87.3,07735
4.3,0.8,27.7,88.4,07737
2.5,2.9,18.3,98.9,07738
2.2,1.6,15.3,95.2,07739
13.8,20.9,33.5,76.6,07740
2.0,5.4,16.8,97.0,07746
4.2,7.4,24.4,93.0,07747
2.6,2.7,24.2,94.8,07748
6.5,2.0,17.6,96.6,07750
0.4,6.8,17.6,96.6,07751
8.5,6.2,33.7,88.9,07753
6.2,3.1,23.0,93.4,07755
0.0,3.0,23.4,88.3,07756
10.8,6.8,24.3,87.0,07757
6.2,4.2,39.7,91.2,07758
2.9,1.3,12.6,95.2,07760
2.3,1.3,16.9,96.7,07762
2.3,3.3,28.4,90.5,07764
5.1,32.2,33.5,74.4,07801
0.9,9.0,31.3,92.7,07803
-666666666.0,19.5,0.0,0.0,07820
2.2,2.7,29.9,94.8,07821
4.9,0.0,24.8,92.7,07822
4.8,2.3,38.6,92.9,07823
1.6,2.3,28.5,95.4,07825
1.9,1.7,38.0,93.1,07826
9.6,0.5,41.7,88.2,07827
3.8,5.9,30.6,90.6,07828
1.7,1.9,18.8,96.0,07830
3.8,1.3,36.2,90.6,07832
0.0,0.0,14.5,100.0,07833
0.8,3.4,22.4,95.1,07834
0.5,4.6,23.2,93.2,07836
3.7,4.4,23.8,91.7,07838
3.4,9.5,27.7,88.2,07840
-666666666.0,0.0,18.2,100.0,07842
3.9,4.6,29.1,88.4,07843
4.9,2.5,28.8,94.4,11789
2.6,7.6,11.2,96.9,11790
3.1,9.2,13.5,96.5,11791
4.2,1.6,22.1,96.8,11792
1.5,2.6,25.0,97.7,11793
-666666666.0,17.7,0.0,98.1,11794
3.0,2.9,28.6,96.1,11795
1.6,2.2,29.1,94.6,11796
3.8,5.5,19.1,98.7,11797
11.7,16.1,34.4,85.0,11798
3.3,14.3,28.7,93.4,11801
2.1,7.2,17.0,97.4,11803
2.5,2.7,14.5,95.9,11804
9.7,15.3,35.5,78.3,11901
0.8,3.8,25.9,94.2,11930
0.0,0.0,0.0,100.0,11931
1.3,1.1,27.5,90.0,11932
5.5,5.6,34.7,96.6,11933
0.0,3.9,36.2,95.0,11934
1.0,4.7,22.5,95.2,11935
3.7,8.4,20.0,88.2,11937
1.1,4.2,30.8,85.8,11939
1.6,0.9,34.7,94.5,11940
5.0,4.6,32.4,90.7,11941
2.3,2.8,29.7,95.7,11942
10.7,10.9,28.0,85.9,11944
3.0,14.2,31.5,80.8,11946
0.0,0.0,58.8,100.0,11947
4.3,3.8,24.8,91.2,11948
3.2,1.4,27.9,94.9,11949
10.4,8.5,43.2,86.8,11950
12.9,3.5,46.3,88.8,11951
0.8,2.9,29.9,92.1,11952
6.5,3.9,33.3,93.9,11953
9.2,5.2,28.3,89.1,11954
2.5,4.3,23.7,89.6,11955
6.8,12.6,11.9,84.5,11956
0.0,1.7,29.9,98.0,11957
0.0,7.0,18.4,97.1,11958
3.3,0.5,20.1,93.7,11959
2.8,3.0,16.5,96.1,11960
5.7,2.7,39.0,97.5,11961
0.0,0.0,36.7,92.8,11962
5.3,9.7,21.3,84.7,11963
0.0,0.9,18.3,93.9,11964
0.0,0.0,28.4,97.8,11965
7.2,8.1,44.8,89.5,11967
4.6,8.6,25.6,87.4,11968
0.0,0.0,21.5,81.7,11970
3.1,1.1,29.0,97.0,11971
3.5,2.0,26.1,81.9,11972
-666666666.0,30.4,0.0,100.0,11973
9.1,2.1,12.0,96.7,11975
0.0,8.4,23.9,86.9,11976
2.8,7.7,26.0,91.2,11977
5.4,6.5,26.1,91.5,11978
3.0,5.1,32.3,94.2,11980
0.0,0.0,47.1,100.0,12007
0.0,3.2,19.2,99.8,12008
3.7,1.0,23.8,96.5,12009
15.2,5.1,33.5,93.6,12010
8.9,4.9,36.6,93.5,12015
6.7,0.0,52.7,96.3,12017
1.3,1.1,26.3,96.9,12018
1.3,0.6,22.6,97.0,12019
5.3,1.3,28.1,95.7,12020
2.1,0.0,34.3,93.0,12022
3.7,1.5,39.9,93.3,12023
0.0,0.0,74.0,85.9,12024
7.0,0.7,38.8,95.8,12025
0.0,0.2,14.0,98.2,12027
0.0,5.0,46.6,99.1,12028
1.0,1.2,22.2,95.8,12029
7.9,0.0,36.4,95.4,12031
1.2,0.0,35.8,95.6,12032
0.8,0.6,27.8,93.1,12033
12.3,0.0,40.7,93.5,12035
8.0,2.6,44.6,84.2,12036
4.4,0.4,33.4,93.6,12037
0.0,0.0,60.8,58.9,12040
0.0,0.0,59.9,81.2,12041
10.4,0.0,39.7,92.1,14869
4.4,2.4,28.8,95.9,14870
1.4,0.2,35.7,98.5,14871
18.4,0.0,48.9,98.9,14872
11.4,3.2,40.8,85.2,14873
9.2,0.0,37.3,93.5,14874
10.3,1.9,38.8,89.0,14877
1.6,0.5,33.3,91.5,14878
10.7,0.7,47.2,89.9,14879
8.5,0.2,44.9,92.9,14880
0.0,0.0,30.6,75.2,14881
5.8,0.6,15.6,93.9,14882
5.7,2.1,42.1,91.6,14883
5.1,0.0,43.9,94.5,14884
18.6,0.5,47.8,80.2,14885
9.2,0.5,20.9,88.2,14886
10.1,0.0,38.0,91.2,14889
13.2,1.0,43.6,90.0,14891
10.8,1.1,39.6,91.9,14892
0.0,0.0,50.0,100.0,14893
17.6,0.4,49.0,94.0,14894
14.0,1.1,33.1,91.2,14895
6.1,0.0,51.8,92.0,14897
20.8,8.7,42.9,75.3,14898
33.5,0.9,41.0,93.7,14901
9.0,1.0,36.0,95.8,14903
20.4,0.4,44.7,88.8,14904
7.5,0.1,20.2,91.9,14905
10.2,1.2,37.6,93.3,15001
11.3,0.5,39.4,93.3,15003
9.0,7.7,50.2,100.0,15004
4.0,1.0,35.3,95.2,15005
0.0,0.0,45.9,97.2,15006
0.0,0.0,50.6,100.0,15007
5.9,1.3,30.3,95.1,15009
11.9,0.7,38.1,93.5,15010
5.6,0.9,41.4,93.2,15012
7.6,0.4,42.0,93.9,15014
0.8,0.7,9.5,98.4,15015
4.3,2.0,30.6,95.2,15017
9.3,0.0,68.7,86.6,15018
7.8,0.0,54.1,91.7,15019
12.0,0.0,58.4,78.6,15020
4.3,0.4,46.1,91.6,15021
13.7,0.7,43.9,92.5,15022
4.5,1.0,32.8,94.9,15024
7.7,0.5,35.7,91.4,15025
2.3,0.7,38.1,92.7,15026
4.2,0.5,43.4,93.3,15027
1.9,0.0,52.0,84.6,15028
14.6,0.9,39.4,84.4,15030
0.0,1.5,32.3,94.2,15031
21.5,1.5,46.4,86.8,15033
11.0,0.2,48.8,94.8,15034
11.7,0.5,45.6,92.2,15035
5.8,0.3,40.2,94.2,15037
35.1,0.0,50.0,93.8,15038
6.1,0.4,38.0,93.6,15042
9.0,2.2,38.8,95.0,15043
2.4,0.9,24.8,97.2,15044
10.6,1.3,45.0,88.2,15045
4.5,1.5,36.6,93.2,15046
0.0,0.0,0.0,100.0,15047
7.7,0.7,38.7,87.5,15049
3.9,0.0,41.7,94.7,15050
6.2,2.4,28.1,95.8,15051
4.6,0.1,47.5,89.1,15052
0.0,0.0,42.4,100.0,15053
6.0,2.5,47.7,98.2,15054
12.8,4.6,37.5,93.6,15055
8.5,1.9,30.2,90.2,15056
2.9,1.1,36.8,95.3,15057
21.7,0.2,37.0,91.8,15059
8.2,0.5,52.5,88.3,15060
6.9,1.2,39.9,95.3,15061
11.8,0.8,44.9,90.1,15062
6.0,0.7,43.0,91.1,15063
43.1,0.0,59.3,61.5,15064
11.7,1.7,42.2,89.8,15065
9.7,0.7,42.0,90.5,15066
10.4,0.8,47.3,90.8,15067
0.0,0.0,50.9,88.3,03910
0.0,0.0,0.0,51.0,03911
5.2,0.7,29.8,91.3,04001
3.9,1.9,38.4,87.6,04002
0.0,0.0,25.9,96.8,04003
10.0,4.0,35.4,91.1,04005
0.0,0.0,6.9,93.5,04006
4.6,0.6,30.8,89.5,04008
16.7,1.8,37.8,82.7,04009
4.7,0.0,41.8,84.5,04010
8.7,1.2,22.6,91.4,04011
11.0,0.5,35.6,86.9,04015
10.5,0.0,23.3,93.8,04017
-666666666.0,-666666666.0,-666666666.0,-666666666.0,04019
17.1,0.0,34.8,87.4,04020
4.5,0.5,12.0,97.0,04021
8.5,0.7,31.2,89.2,04022
4.0,0.0,43.8,94.8,04024
7.2,0.0,35.2,89.3,04027
7.4,1.1,35.4,85.3,04029
6.0,0.0,25.0,93.2,04030
3.9,1.6,19.9,91.7,04032
3.1,0.5,36.4,85.6,04037
1.5,0.6,24.4,93.0,04038
10.1,1.8,32.3,89.8,04039
6.5,0.5,33.0,89.0,04040
7.2,0.2,44.0,87.4,04041
3.1,1.0,38.9,91.8,04042
2.1,0.7,24.6,95.8,04043
2.9,2.1,27.9,92.7,04046
14.0,0.5,38.7,86.1,04047
8.6,0.4,33.9,83.8,04048
4.9,0.0,37.8,89.2,04049
9.2,0.4,26.6,83.8,04050
6.8,0.0,39.2,89.7,04051
12.0,0.3,35.9,91.3,04055
25.6,0.0,54.3,81.4,04056
-666666666.0,0.0,-666666666.0,85.4,04057
7.2,2.3,33.3,91.0,04061
2.7,1.1,36.3,93.5,04062
10.4,0.0,12.5,82.6,04063
9.7,0.3,33.7,89.8,04064
0.0,0.0,32.3,87.8,04066
12.5,1.7,52.5,91.0,04068
3.8,0.6,30.6,93.5,04069
1.4,0.2,24.2,93.1,04071
5.8,2.2,32.4,88.8,04072
13.9,2.4,39.1,91.5,04073
2.9,2.1,21.4,95.3,04074
6.6,1.0,42.9,91.1,04076
7.6,0.7,23.3,92.0,04079
10.8,0.8,36.6,89.5,04083
5.5,0.2,28.0,95.3,04084
0.0,2.1,47.7,92.5,04085
5.2,1.4,27.8,94.3,04086
0.0,0.4,30.8,90.6,04087
9.4,0.1,44.4,91.7,04088
2.5,1.0,26.5,90.6,04090
8.5,0.0,40.0,90.8,04091
12.6,4.3,32.8,91.9,04092
6.1,2.3,37.9,92.4,04093
6.4,0.0,44.8,83.2,04095
4.2,0.5,16.7,95.5,04096
3.5,0.2,18.9,91.1,04097
24.4,9.4,22.3,83.8,04101
16.7,6.9,18.3,87.2,04102
9.7,5.3,21.6,92.4,04103
1.3,0.5,10.8,93.8,04105
11.2,3.2,24.2,92.1,04106
2.5,0.8,10.5,95.4,04107
3.0,0.3,14.0,89.8,04108
0.0,0.0,0.0,100.0,04109
0.0,1.0,8.4,97.9,04110
9.5,3.0,33.7,91.0,04210
15.4,0.0,41.6,81.1,04216
7.5,0.0,34.2,92.5,04217
11.7,0.0,43.4,84.6,04219
11.5,0.1,51.5,87.6,04220
11.2,0.0,49.1,91.8,04221
8.8,0.2,30.5,93.5,04222
17.6,0.7,48.1,91.4,04224
0.0,3.8,33.9,82.1,07846
9.1,5.2,35.3,93.5,07847
2.3,3.8,35.6,93.9,07848
3.8,2.8,28.3,94.0,07849
4.4,4.7,32.3,92.4,07850
0.0,0.0,43.3,89.1,07851
4.7,4.1,27.8,96.1,07852
0.9,2.6,15.7,95.6,07853
1.5,3.7,32.6,92.7,07856
14.4,13.4,47.5,82.7,07857
6.1,3.1,30.1,91.8,07860
5.4,2.0,38.8,95.1,07863
0.6,1.2,33.9,93.8,07865
1.7,7.7,25.9,95.3,07866
1.6,9.1,15.0,95.4,07869
-666666666.0,0.0,0.0,100.0,07870
1.4,2.3,15.9,96.7,07871
3.6,3.8,33.1,92.6,07874
1.8,6.3,23.8,95.5,07876
0.0,0.0,21.4,85.0,07878
0.0,0.0,50.6,100.0,07880
-666666666.0,0.0,25.0,100.0,07881
6.1,3.9,34.9,94.0,07882
6.3,19.2,36.8,84.7,07885
2.6,8.6,10.4,93.0,07901
3.1,6.9,10.4,98.3,07920
1.8,4.4,14.2,95.5,07921
2.5,5.4,19.4,95.5,07922
1.7,10.1,16.3,93.3,07924
0.0,0.0,79.7,100.0,07926
4.6,7.7,24.5,96.4,07927
0.9,3.5,11.8,95.5,07928
2.5,3.4,13.8,96.1,07930
1.4,4.2,12.5,94.3,07931
4.0,6.5,17.0,97.6,07932
7.4,3.0,18.8,96.8,07933
5.7,1.9,8.7,99.2,07934
0.0,0.0,18.6,96.0,07935
5.3,13.9,31.9,92.6,07936
-666666666.0,7.1,44.7,85.9,07939
4.6,5.3,15.7,96.3,07940
1.4,1.4,11.1,96.1,07945
0.0,3.0,17.3,99.0,07946
1.8,7.1,18.4,95.5,07950
5.3,12.0,17.2,89.5,07960
-666666666.0,-666666666.0,-666666666.0,-666666666.0,07961
0.0,0.0,0.0,100.0,07970
3.3,6.2,14.0,95.1,07974
0.0,1.7,12.6,100.0,07976
0.0,17.2,29.7,80.0,07977
0.0,0.0,6.4,100.0,07979
0.0,14.9,27.9,86.9,07980
0.4,9.3,20.8,96.8,07981
0.0,0.9,26.2,94.3,08001
6.9,14.2,21.5,90.6,08002
1.2,7.8,15.2,96.0,08003
4.2,1.8,36.4,90.3,08004
6.7,3.4,38.1,91.5,08005
5.3,3.8,25.2,92.1,08006
4.4,2.7,36.5,91.8,08007
5.0,0.8,22.0,96.2,08008
4.2,1.6,33.0,92.1,08009
5.5,9.9,39.4,88.4,08010
0.0,0.0,79.7,77.1,08011
6.1,2.8,33.2,91.7,08012
16.5,0.0,32.2,84.0,08014
10.7,4.4,41.9,89.7,08015
6.2,3.9,35.0,92.7,08016
5.6,2.2,36.7,92.6,08019
6.4,1.8,42.4,93.4,08020
12.1,8.2,34.8,84.5,08021
1.3,4.7,24.7,96.5,08022
15.3,4.5,42.0,92.9,08023
3.5,0.0,32.5,94.2,08026
8.3,1.1,43.3,92.8,08027
9.3,2.6,31.8,92.6,08028
4.3,4.6,38.5,93.8,08029
6.8,6.6,44.7,85.9,08030
11.5,8.9,47.3,86.6,08031
1.6,1.6,12.0,95.3,08033
3.4,5.6,22.7,92.1,08034
13.8,0.0,22.1,83.8,12042
7.7,1.0,35.6,94.3,12043
0.0,0.0,44.1,100.0,12045
0.0,0.0,37.5,95.7,12046
11.0,2.0,36.8,92.9,12047
7.3,5.3,34.0,95.5,12051
8.4,0.2,34.8,90.9,12052
3.9,1.0,31.5,95.5,12053
1.6,1.6,11.6,98.1,12054
1.0,0.1,31.5,92.5,12056
6.0,0.0,43.4,98.1,12057
3.5,1.4,36.0,92.7,12058
6.1,0.0,34.1,95.4,12059
7.2,0.3,22.6,94.7,12060
1.7,1.8,23.7,97.6,12061
4.3,2.6,41.4,92.5,12062
0.0,2.7,10.3,100.0,12063
39.3,0.0,36.5,95.6,12064
4.4,3.4,15.8,95.0,12065
5.7,0.5,41.1,94.9,12066
4.5,0.0,28.0,100.0,12067
2.1,3.4,37.0,93.3,12068
0.0,0.0,45.8,100.0,12069
28.8,0.0,28.2,97.9,12070
5.2,0.0,31.4,93.9,12071
15.3,2.7,39.3,89.2,12072
4.3,0.6,34.7,95.8,12074
1.8,4.0,35.5,88.0,12075
7.1,1.0,42.8,87.3,12076
3.3,2.2,20.7,94.9,12077
20.0,1.5,39.5,88.9,12078
0.4,0.8,40.5,97.8,12083
6.5,6.1,16.4,95.6,12084
0.0,7.7,47.8,84.6,12085
7.4,2.0,25.0,94.1,12086
2.5,0.0,53.1,94.1,12087
0.0,0.0,0.0,77.6,12089
9.5,1.5,34.1,92.8,12090
10.3,0.0,50.9,96.6,12092
10.1,0.8,33.9,90.5,12093
5.7,0.3,37.1,92.6,12094
7.4,1.5,39.9,90.6,12095
7.4,0.0,25.0,96.8,12106
12.8,0.8,29.5,97.8,12108
6.0,5.9,22.8,96.7,12110
0.0,0.0,11.5,99.1,12115
9.2,0.5,41.2,94.3,12116
11.0,0.1,36.6,92.0,12117
6.7,1.1,32.7,94.8,12118
5.1,0.5,42.8,94.1,12120
0.0,1.5,37.1,97.6,12121
11.5,0.6,38.0,94.0,12122
5.7,0.6,40.6,97.2,12123
9.6,0.0,20.3,90.4,12124
6.5,4.3,39.1,89.1,12125
0.0,0.0,23.2,94.8,12130
7.9,2.9,52.8,100.0,12131
27.2,15.4,32.7,77.3,12132
4.8,0.3,39.5,92.0,12134
0.0,2.4,18.4,95.4,12136
6.1,3.7,38.9,93.0,12137
3.2,0.6,33.8,94.7,12138
2.1,3.9,35.9,80.1,12139
0.0,1.4,25.6,100.0,12140
4.4,1.2,43.9,89.6,12143
9.5,2.0,28.7,94.8,12144
16.0,2.7,30.1,95.9,12147
1.1,3.7,14.7,96.9,12148
11.6,0.7,40.0,91.9,12149
0.0,2.3,36.9,91.5,12150
0.0,0.7,16.4,96.2,12151
6.5,1.7,19.2,93.5,12153
6.9,0.4,37.3,94.4,12154
8.9,0.1,41.2,95.4,12155
0.0,0.0,11.5,94.0,12156
3.3,0.6,35.7,94.7,12157
5.0,2.0,32.0,96.6,12158
0.6,2.7,13.3,97.4,12159
15.2,0.0,47.2,87.1,12160
0.0,25.4,28.8,83.5,12161
0.0,5.2,30.1,81.8,12164
11.5,1.0,39.0,92.7,15068
4.6,1.3,27.5,93.7,15071
0.0,0.0,74.7,100.0,15072
8.4,0.6,46.9,91.0,15074
51.3,0.0,64.9,96.1,15075
20.7,0.0,32.9,75.2,15076
19.5,0.0,35.9,86.0,15077
6.5,0.0,51.1,89.5,15078
7.6,1.4,52.5,77.0,15081
0.0,0.0,51.7,100.0,15082
15.0,0.0,48.9,93.0,15083
9.4,0.4,49.3,89.4,15084
5.4,0.2,36.7,96.1,15085
0.0,2.8,26.5,100.0,15086
20.0,0.0,52.5,92.6,15087
13.8,0.9,58.0,85.0,15088
6.8,0.5,43.7,90.4,15089
1.5,2.9,11.5,96.4,15090
3.3,2.2,23.2,97.0,15101
2.8,1.6,26.5,96.2,15102
30.7,1.1,43.4,90.7,15104
12.2,1.4,37.8,91.7,15106
6.2,2.4,24.9,94.6,15108
36.8,1.0,48.6,91.3,15110
18.4,2.0,41.7,90.6,15112
3.6,1.3,31.9,97.4,15116
8.1,0.9,41.7,91.1,15120
10.3,0.6,39.7,92.5,15122
7.9,1.5,26.4,97.1,15126
5.5,2.1,27.7,96.0,15129
0.3,1.6,40.5,94.1,15131
27.6,0.8,45.7,87.2,15132
6.7,0.1,42.6,92.2,15133
8.6,1.0,41.2,94.7,15135
12.9,1.8,39.8,91.5,15136
17.6,0.6,43.8,91.3,15137
5.3,0.8,23.5,94.3,15139
13.7,1.4,43.0,88.5,15140
8.9,0.0,17.1,95.5,15142
2.5,2.1,18.8,97.4,15143
8.9,1.0,43.7,91.0,15144
20.2,0.8,42.1,90.4,15145
5.4,2.2,27.4,92.7,15146
8.6,1.4,34.1,92.1,15147
22.5,1.4,47.1,90.0,15148
13.6,2.2,25.4,89.9,15201
7.5,1.1,30.1,91.6,15202
7.4,2.1,27.4,91.0,15203
19.7,1.8,37.5,91.9,15204
9.1,3.9,32.9,90.6,15205
18.3,4.1,25.9,90.2,15206
18.1,1.6,37.9,90.5,15207
24.4,1.4,24.5,91.3,15208
8.1,1.0,35.6,93.9,15209
21.1,3.2,43.2,87.6,15210
10.5,1.2,28.8,89.3,15211
18.8,1.8,34.7,90.5,15212
18.6,7.7,15.6,95.2,15213
20.4,1.9,37.1,91.9,15214
6.7,3.6,23.8,93.8,15215
7.4,3.1,25.8,91.1,15216
6.9,7.0,12.2,94.8,15217
11.3,1.5,25.0,91.7,15218
37.1,1.9,39.1,90.3,15219
5.3,5.8,25.6,94.9,15220
17.2,1.6,29.1,90.0,15221
3.4,4.2,12.4,93.9,15222
5.0,2.2,35.6,90.8,15223
19.4,2.4,29.9,87.1,15224
13.0,0.6,47.6,92.0,15225
7.4,3.9,34.6,90.8,15226
7.0,4.7,34.9,93.7,15227
5.0,2.8,11.9,94.7,15228
3.8,1.0,27.7,94.8,15229
